id,audio_tokens
ChordClassification_10,<aud_00932><aud_00932><aud_00932><aud_00131><aud_00473><aud_00473><aud_00473><aud_00473><aud_00131><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00473><aud_00825><aud_00825><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00495><aud_00825><aud_00825><aud_00411><aud_00411><aud_00411><aud_00856><aud_00856><aud_00856><aud_00967><aud_00089><aud_00089>
ChordClassification_11,<aud_00473><aud_00981><aud_00557><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00825><aud_00473><aud_00825><aud_00825><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00495><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00411><aud_00411><aud_00411><aud_00856><aud_00524><aud_00917><aud_00967><aud_00089><aud_00089>
ChordClassification_12,<aud_00557><aud_00557><aud_00557><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00495><aud_00411><aud_00411><aud_00856><aud_00524><aud_00917><aud_00967><aud_00089><aud_00089>
ChordClassification_13,<aud_00932><aud_00932><aud_00932><aud_00557><aud_00932><aud_00131><aud_00473><aud_00473><aud_00131><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00825><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00108><aud_00108><aud_00108><aud_00108><aud_00856><aud_00524><aud_00470><aud_00967><aud_00089><aud_00089>
ChordClassification_14,<aud_00678><aud_00678><aud_00678><aud_00134><aud_00134><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00473><aud_00557><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00108><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00825><aud_00825><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00529><aud_00470><aud_00967><aud_00089><aud_00089><aud_00089><aud_00560><aud_00560><aud_00560><aud_00560><aud_00602><aud_00602><aud_00602><aud_00602><aud_00602><aud_00602><aud_00602><aud_00843><aud_00843><aud_00843><aud_00843>
ChordClassification_15,<aud_00932><aud_00932><aud_00932><aud_00557><aud_00932><aud_00131><aud_00557><aud_00473><aud_00473><aud_00473><aud_00131><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00473><aud_00473><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00411><aud_00411><aud_00411><aud_00856><aud_00856><aud_00856><aud_00967><aud_00089><aud_00089>
ChordClassification_16,<aud_00557><aud_00981><aud_00557><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00108><aud_00411><aud_00411><aud_00856><aud_00856><aud_00856><aud_00150><aud_00967><aud_00089><aud_00089>
ChordClassification_17,<aud_00557><aud_00557><aud_00557><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00524><aud_00524><aud_00524><aud_00524><aud_00967><aud_00089><aud_00089>
ChordClassification_18,<aud_00557><aud_00557><aud_00557><aud_00557><aud_00473><aud_00131><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00473><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00856><aud_00524><aud_00524><aud_00524><aud_00524><aud_00470><aud_00967><aud_00089><aud_00089>
ChordClassification_19,<aud_00678><aud_00678><aud_00043><aud_00043><aud_00134><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00557><aud_00473><aud_00557><aud_00932><aud_00557><aud_00557><aud_00473><aud_00557><aud_00932><aud_00932><aud_00557><aud_00473><aud_00557><aud_00557><aud_00473><aud_00557><aud_00825><aud_00557><aud_00557><aud_00825><aud_00557><aud_00108><aud_00557><aud_00825><aud_00825><aud_00557><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00108><aud_00825><aud_00825><aud_00825><aud_00825><aud_00825><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00108><aud_00050><aud_00050><aud_00050><aud_00050><aud_00050><aud_00050><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00495><aud_00411><aud_00411><aud_00917><aud_00524><aud_00524><aud_00524><aud_00524><aud_00967><aud_00089><aud_00089><aud_00089><aud_00560><aud_00560><aud_00560><aud_00560><aud_00560>
